GEO2010,school_present_2000,school_present_2001,school_present_2002,school_present_2003,school_present_2004,school_present_2005,school_present_2006,school_present_2007,school_present_2008,school_present_2009,school_present_2010,school_present_2011,school_present_2012,school_present_2013,dcps_present_2000,dcps_present_2001,dcps_present_2002,dcps_present_2003,dcps_present_2004,dcps_present_2005,dcps_present_2006,dcps_present_2007,dcps_present_2008,dcps_present_2009,dcps_present_2010,dcps_present_2011,dcps_present_2012,dcps_present_2013,charter_present_2000,charter_present_2001,charter_present_2002,charter_present_2003,charter_present_2004,charter_present_2005,charter_present_2006,charter_present_2007,charter_present_2008,charter_present_2009,charter_present_2010,charter_present_2011,charter_present_2012,charter_present_2013,aud_2001,aud_2002,aud_2003,aud_2004,aud_2005,aud_2006,aud_2007,aud_2008,aud_2009,aud_2010,aud_2011,aud_2012,aud_2013,aud_dcps_2001,aud_dcps_2002,aud_dcps_2003,aud_dcps_2004,aud_dcps_2005,aud_dcps_2006,aud_dcps_2007,aud_dcps_2008,aud_dcps_2009,aud_dcps_2010,aud_dcps_2011,aud_dcps_2012,aud_dcps_2013,aud_charter_2001,aud_charter_2002,aud_charter_2003,aud_charter_2004,aud_charter_2005,aud_charter_2006,aud_charter_2007,aud_charter_2008,aud_charter_2009,aud_charter_2010,aud_charter_2011,aud_charter_2012,aud_charter_2013
Tract 1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,53,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,86,0,0,0,0,0,0
Tract 2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 2.02,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,587,592,583,173,176,180,508,653,792,720,736,705,515,587,592,583,173,176,180,508,653,792,720,736,705,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,482,457,418,393,469,459,463,492,508,517,531,541,488,482,457,418,393,469,459,463,492,508,517,531,541,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 5.01,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,395,401,410,429,433,318,342,349,369,355,334,336,363,395,401,410,429,433,318,342,349,369,355,334,336,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,572,556,554,537,560,573,582,605,666,714,732,757,572,572,556,554,537,560,573,582,605,666,714,732,757,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 7.01,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,213,101,178,307,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,101,178,307,205,0,0,0,0,0
Tract 7.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,228,213,212,211,232,259,296,285,324,347,368,381,225,228,213,212,211,232,259,296,285,324,347,368,381,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 8.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,233,228,219,219,249,250,268,269,274,290,286,287,210,233,228,219,219,249,250,268,269,274,290,286,287,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 9.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 9.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,216,234,249,289,284,312,328,343,365,386,375,381,215,216,234,249,289,284,312,328,343,365,386,375,381,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 10.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,456,479,470,465,485,484,489,444,501,548,599,627,433,456,479,470,465,485,484,489,444,501,548,599,627,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 11,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3038,2917,2883,2749,2750,2648,2579,2467,2835,2964,3203,3450,3570,3038,2917,2883,2749,2750,2648,2579,2467,2835,2964,3203,3450,3570,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 13.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 13.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 14.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 14.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,514,537,546,579,595,623,610,634,682,707,689,689,499,514,537,546,579,595,623,610,634,682,707,689,689,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,354,351,327,324,327,312,355,331,352,331,314,304,356,354,351,327,324,327,312,355,331,352,331,314,304,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 17.02,0,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,0,200,389,385,406,272,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,389,385,406,272,280,280
Tract 18.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 18.04,0,1,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,2,2,93,0,0,0,0,104,121,215,369,408,415,346,571,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,104,121,215,369,408,415,346,571
Tract 19.01,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,539,586,561,573,578,616,600,573,667,559,592,556,669,0,0,0,0,0,0,0,0,0,0,0,0,0,539,586,561,573,578,616,600,573,667,559,592,556,669
Tract 19.02,5,5,5,5,5,5,5,5,4,4,2,2,5,5,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,2,1,0,0,3,3,1680,1618,1690,1673,1651,1624,1497,1272,1315,1083,893,1773,1779,1341,1293,1165,1065,1017,987,1047,1027,1136,1083,893,829,795,339,325,525,608,634,637,450,245,179,0,0,944,984
Tract 20.01,2,2,2,2,3,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,1,1,1,0,0,1032,1000,932,914,1043,956,938,1032,1204,1254,1235,1146,1230,1032,1000,932,848,802,750,732,854,1058,1106,1098,1146,1230,0,0,0,66,241,206,206,178,146,148,137,0,0
Tract 20.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,309,280,236,208,187,190,228,265,239,244,243,258,338,309,280,236,208,187,190,228,265,239,244,243,258,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 21.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,477,423,380,346,315,286,384,420,429,423,468,480,475,477,423,380,346,315,286,384,420,429,423,468,480,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 21.02,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,588,599,547,530,444,379,326,106,108,0,120,120,758,534,538,487,421,340,268,225,0,0,0,0,0,0,54,61,60,109,104,111,101,106,108,0,120,120,758
Tract 22.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 22.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,328,335,321,350,316,327,378,366,435,482,569,583,366,328,335,321,350,316,327,378,366,435,482,569,583,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 23.01,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,100,0,0,0,0,303,224,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,303,224,227,0,0,0
Tract 23.02,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,216,213,102,133,139,154,182,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,213,102,133,139,154,182,167,0,0
Tract 24,1,1,1,1,1,1,1,1,0,0,1,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,329,297,274,249,255,213,192,0,0,280,635,789,954,329,297,274,249,255,213,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,635,789,954
Tract 25.01,4,4,6,6,5,5,5,6,7,7,7,7,7,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,1,1,2,2,1,1,1,2,3,3,3,3,3,1,2114,2287,2530,2119,1718,1752,1951,1987,2017,2081,2165,2314,1951,1581,1788,1805,1779,1399,1419,1394,1237,1086,1316,1283,1359,1355,533,499,725,340,319,333,557,750,931,765,882,955,596
Tract 25.02,3,3,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,1,2,2,2,3,2,873,835,737,689,600,596,648,696,783,1120,1187,1338,1160,873,835,737,689,562,529,516,620,576,685,752,842,949,0,0,0,0,38,67,132,76,207,435,435,496,211
Tract 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 27.01,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,524,464,497,452,409,410,450,459,443,697,463,473,490,524,464,497,452,409,410,450,459,443,458,463,473,490,0,0,0,0,0,0,0,0,0,239,0,0,0
Tract 27.02,0,0,2,2,2,2,3,2,1,1,1,1,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,2,2,0,232,283,292,290,270,251,148,181,294,391,342,411,0,24,36,43,39,20,0,0,0,0,0,0,0,0,208,247,249,251,250,251,148,181,294,391,342,411
Tract 28.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0
Tract 28.02,3,3,2,2,4,7,6,6,6,5,5,6,6,6,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,4,4,5,5,5,1155,737,782,1140,1662,1948,1965,2079,2082,2138,2062,2097,2203,1097,672,711,714,1077,1262,1254,1253,1276,1274,1203,1262,1266,58,65,71,426,585,686,711,826,806,864,859,835,937
Tract 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 30,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,831,815,800,619,599,611,708,487,462,470,489,506,509,674,635,574,480,436,420,400,487,462,470,489,506,509,157,180,226,139,163,191,308,0,0,0,0,0,0
Tract 31,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,476,369,346,331,322,320,307,377,691,628,714,713,675,476,369,346,331,322,320,307,0,0,0,0,0,0,0,0,0,0,0,0,0,377,691,628,714,713,675
Tract 32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,366,345,310,277,203,160,359,412,0,459,442,465,404,366,345,310,277,203,160,359,412,0,459,442,465,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 33.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 33.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 34,3,2,2,2,2,3,4,4,2,1,1,2,2,2,3,2,2,2,2,2,2,2,1,0,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1,1,1,643,602,565,651,667,767,776,574,285,296,560,598,598,643,602,565,651,549,530,478,288,0,0,253,282,280,0,0,0,0,118,237,298,286,285,296,307,316,318
Tract 35,2,2,2,2,3,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,759,772,766,789,653,612,560,404,393,427,466,394,430,759,772,766,687,653,612,560,404,393,427,413,394,430,0,0,0,102,0,0,0,0,0,0,53,0,0
Tract 36,1,1,1,1,6,6,5,5,5,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,5,4,4,4,2,2,1,1,1,771,745,788,1900,1839,2150,2248,2256,2290,2358,2285,2478,2664,771,745,788,838,812,854,875,775,631,607,477,537,681,0,0,0,1062,1027,1296,1373,1481,1659,1751,1808,1941,1983
Tract 37,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,71,108,108,119,158,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,108,108,119,158,161,161
Tract 38,3,3,3,4,1,1,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,0,0,2,2,2,1,1,1,1,1,1627,1673,1866,407,369,491,550,537,854,741,1148,1186,1251,898,886,798,407,369,368,392,350,628,741,753,750,773,729,787,1068,0,0,123,158,187,226,0,395,436,478
Tract 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 40.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
