GEO2010,PctPoorPersons_1980,PctPoorPersons_1990,PctPoorPersons_2000,PctPoorPersons_2010_14,PctPoorChildren_1990,PctPoorChildren_2000,PctPoorChildren_2010_14,PctPoorElderly_1990,PctPoorElderly_2000,PctPoorElderly_2010_14,PctUnemployed_1980,PctUnemployed_1990,PctUnemployed_2000,PctUnemployed_2010_14,Pct16andOverEmployed_1980,Pct16andOverEmployed_1990,Pct16andOverEmployed_2000,Pct16andOverEmployed_2010_14,Pct25andOverWoutHS_1980,Pct25andOverWoutHS_1990,Pct25andOverWoutHS_2000,Pct25andOverWoutHS_2010_14,PctHshldPhone_2000,PctHshldPhone_2010_14,PctHshldCar_2000,PctHshldCar_2010_14,AvgFamilyIncAdj_1980,AvgFamilyIncAdj_1990,AvgFamilyIncAdj_2000,AvgFamilyIncAdj_2010_14,PctChgAvgFamilyIncAdj_1980_1990,PctChgAvgFamilyIncAdj_1990_2000,PctChgAvgFamilyIncA_2000_2010_14,fs_client_2000,fs_client_2001,fs_client_2002,fs_client_2003,fs_client_2004,fs_client_2005,fs_client_2006,fs_client_2007,fs_client_2008,fs_client_2009,fs_client_2010,fs_client_2011,fs_client_2012,fs_client_2013,fs_client_2014,fs_client_2015,tanf_client_2000,tanf_client_2001,tanf_client_2002,tanf_client_2003,tanf_client_2004,tanf_client_2005,tanf_client_2006,tanf_client_2007,tanf_client_2008,tanf_client_2009,tanf_client_2010,tanf_client_2011,tanf_client_2012,tanf_client_2013,tanf_client_2014,tanf_client_2015,Rate_crimes_pt1_violent_2000,Rate_crimes_pt1_violent_2001,Rate_crimes_pt1_violent_2002,Rate_crimes_pt1_violent_2003,Rate_crimes_pt1_violent_2004,Rate_crimes_pt1_violent_2005,Rate_crimes_pt1_violent_2006,Rate_crimes_pt1_violent_2007,Rate_crimes_pt1_violent_2008,Rate_crimes_pt1_violent_2009,Rate_crimes_pt1_violent_2010,Rate_crimes_pt1_violent_2011,Rate_crimes_pt1_violent_2012,Rate_crimes_pt1_violent_2013,Rate_crimes_pt1_violent_2014,Rate_crimes_pt1_violent_2015,Rate_crimes_pt1_property_2000,Rate_crimes_pt1_property_2001,Rate_crimes_pt1_property_2002,Rate_crimes_pt1_property_2003,Rate_crimes_pt1_property_2004,Rate_crimes_pt1_property_2005,Rate_crimes_pt1_property_2006,Rate_crimes_pt1_property_2007,Rate_crimes_pt1_property_2008,Rate_crimes_pt1_property_2009,Rate_crimes_pt1_property_2010,Rate_crimes_pt1_property_2011,Rate_crimes_pt1_property_2012,Rate_crimes_pt1_property_2013,Rate_crimes_pt1_property_2014,Rate_crimes_pt1_property_2015
Tract 37,s,s,34,18,s,47,38,44,23,44,s,s,6.3,7.8,s,s,58,72,s,s,44,16,95,95,36,47,s,s,46503,76007,s,s,63,984,941,988,1004,876,919,837,859,883,988,1175,1302,1325,1415,1308,1286,528,567,623,604,511,481,426,393,408,447,468,494,477,501,443,392,12,15,14,17,11,14,16,11,11,11,6.6,9.5,8,9.2,6.1,5.9,32,37,43,38,29,29,35,35,36,28,23,42,29,34,45,34
Tract 38,s,s,21,11,s,49,17,25,21,0,s,s,5.1,7.7,s,s,70,75,s,s,24,10,98,95,51,51,s,s,79432,135386,s,s,70,348,329,348,348,342,325,338,340,304,350,420,518,550,551,498,487,175,188,183,169,133,117,97,95,95,94,110,130,113,106,90,103,15,19,22,20,20,20,18,16,20,16,14,16,8.9,8.2,4.6,4.3,64,99,77,87,58,62,69,63,58,53,40,58,42,54,57,40
Tract 39,s,s,8.4,10,s,7.8,0,5.4,6.8,11,s,s,3.2,7.8,s,s,80,79,s,s,11,1.2,99,96,56,54,s,s,92370,165114,s,s,79,136,143,126,131,130,117,112,110,95,132,139,167,170,174,159,171,44,34,31,25,26,21,16,17,14,30,28,24,11,24,24,20,6.2,11,16,12,14,12,9.7,13,7.8,8.5,7.2,8.9,11,8.7,4.2,8.7,47,46,43,50,38,36,47,39,33,27,30,34,38,41,41,36
Tract 40.01,s,s,5.2,2.9,s,0,0,13,2.4,3.9,s,s,0.6,4.5,s,s,87,82,s,s,3,0.8,100,97,69,67,s,s,237346,247758,s,s,4.4,29,26,29,34,38,34,28,26,30,36,42,45,54,58,46,47,14,9,10,9,10,8,8,5,5,7,s,s,s,7,6,7,1.8,4.4,6.2,5.5,5.1,4.8,4.5,8.6,6.6,5.9,6.1,6.7,4.8,3.5,2.4,4.8,31,34,39,38,24,31,33,37,37,30,28,28,32,31,35,34
Tract 40.02,s,s,5.1,3.4,s,1.6,0,13,3.4,14,s,s,2.7,1.5,s,s,82,85,s,s,9.7,1.3,99,99,64,55,s,s,143620,150251,s,s,4.6,29,25,29,33,37,34,28,26,30,36,42,45,54,58,46,46,14,9,10,9,10,8,8,5,5,6,s,s,s,7,6,7,12,16,15,17,15,15,16,14,14,11,12,8.2,14,18,9.7,12,68,61,85,73,54,50,49,57,44,52,55,53,70,64,64,53
Tract 41,s,s,3.6,6,s,4.3,0,1.5,1.8,2.7,s,s,1.2,2.6,s,s,76,73,s,s,5.2,4.6,100,95,74,68,s,s,312741,251379,s,s,-20,s,s,5,6,20,24,21,15,7,9,13,16,29,18,19,15,0,s,0,0,0,s,0,0,0,0,s,s,s,5,0,0,7.9,5.5,8.6,5,5.8,4.6,2.3,4.9,3.7,4.5,3.7,2.2,8.5,2.6,3.3,1.8,48,42,43,56,33,31,41,41,27,36,33,30,55,32,48,55
Tract 42.01,s,s,9,5.7,s,31,0,34,6.6,20,s,s,2.7,2.8,s,s,87,90,s,s,7.5,2.9,100,95,56,53,s,s,133658,156871,s,s,17,57,65,71,72,79,69,72,64,53,60,65,72,77,81,69,57,15,21,20,20,15,20,19,24,19,16,18,20,16,20,9,s,9.8,7.4,11,6.9,8.1,6,6.6,9,5.4,5.7,8.7,5.7,5.4,10,5.1,2.1,43,43,52,49,39,29,43,36,33,43,32,42,53,42,46,43
Tract 42.02,s,s,7.9,8.4,s,0,0,12,13,0.5,s,s,2.4,4.1,s,s,82,83,s,s,6.9,1.3,99,97,50,50,s,s,163335,187399,s,s,15,37,29,28,29,25,35,29,31,28,31,37,35,40,37,36,30,6,8,5,11,s,5,6,s,s,9,7,s,s,s,0,0,12,7.9,14,12,14,6.7,7.4,9.9,12,10,12,12,9,4,1.1,5.1,60,68,72,63,59,50,47,62,59,76,67,71,55,49,47,49
Tract 43,s,s,20,10,s,35,23,33,38,17,s,s,4.9,4.1,s,s,67,81,s,s,27,11,98,99,46,49,s,s,107975,128031,s,s,19,347,316,304,272,289,296,261,236,233,269,361,384,376,366,348,317,172,149,121,116,140,129,104,96,78,77,84,63,71,70,67,50,18,13,10,17,14,13,11,15,13,10,6.8,10,14,17,12,9.2,52,48,54,52,45,43,50,52,51,58,50,54,79,74,101,96
Tract 44,s,s,20,13,s,30,19,18,43,44,s,s,4.4,6.2,s,s,66,80,s,s,25,5.3,97,95,59,68,s,s,62904,185890,s,s,196,291,241,246,248,229,203,205,185,197,209,246,294,308,286,254,246,134,130,112,125,114,88,76,64,65,57,63,51,52,60,44,48,55,57,48,41,36,38,43,34,28,28,26,40,29,26,16,18,265,195,199,177,175,149,166,146,149,151,109,116,146,143,146,147
Tract 46,s,s,24,14,s,32,34,19,23,15,s,s,22,7.6,s,s,44,68,s,s,32,11,95,97,56,72,s,s,54478,123426,s,s,127,724,655,613,622,677,653,616,541,585,695,732,799,751,732,695,640,416,394,357,300,340,315,290,234,237,269,235,251,213,194,199,154,32,33,27,31,27,25,26,23,20,23,29,25,29,19,17,21,52,48,53,60,55,41,40,68,61,60,47,58,82,54,70,73
Tract 47.01,s,s,37,26,s,39,43,60,33,20,s,s,25,11,s,s,32,57,s,s,42,20,95,96,33,49,s,s,33758,73803,s,s,119,1379,1369,1441,1639,1622,1636,1602,1564,1376,1283,1430,1571,1655,1652,1569,1605,727,800,844,925,963,999,905,848,691,553,565,581,575,546,531,483,33,32,40,39,25,29,25,19,13,15,16,19,13,9.8,8.8,10,48,58,48,36,38,52,49,32,32,32,30,41,41,42,43,61
Tract 47.02,s,s,37,17,s,39,33,60,33,18,s,s,25,9.8,s,s,32,67,s,s,42,11,95,98,33,55,s,s,33758,125359,s,s,271,377,375,394,449,444,448,439,428,377,351,392,430,453,452,429,440,199,219,231,253,264,274,248,232,189,151,155,159,157,149,146,132,45,32,39,39,19,30,23,32,23,15,21,19,12,14,15,14,166,156,140,104,89,89,75,70,53,40,37,33,32,33,115,96
Tract 48.01,s,s,30,12,s,40,0,52,32,34,s,s,11,3.8,s,s,50,73,s,s,36,13,92,88,53,59,s,s,59498,114729,s,s,93,302,291,238,268,274,253,231,241,205,246,296,323,309,281,240,252,137,142,123,106,106,98,88,82,57,64,71,73,74,53,38,40,27,30,25,18,21,26,15,27,23,27,25,26,14,20,18,9.8,76,72,85,79,89,69,51,66,90,73,64,73,95,82,92,110
Tract 48.02,s,s,21,22,s,16,22,31,31,50,s,s,13,3,s,s,52,72,s,s,34,18,98,100,58,51,s,s,52562,82578,s,s,57,483,464,524,542,586,585,590,591,566,575,653,704,735,701,640,664,242,248,280,285,288,249,218,225,204,211,204,194,192,193,188,193,13,18,16,16,13,10,16,16,9.2,9.6,15,11,11,13,7.9,6.2,34,38,45,44,54,42,39,45,41,24,28,41,51,55,73,39
Tract 49.01,s,s,35,25,s,47,42,51,51,12,s,s,15,9.9,s,s,49,67,s,s,39,18,99,96,46,66,s,s,44791,71557,s,s,60,444,479,527,513,496,559,550,519,476,524,576,647,630,654,609,629,244,264,265,288,281,299,250,254,219,211,185,173,165,158,142,136,28,33,28,29,30,30,30,24,10,14,20,16,12,16,14,20,69,80,82,76,76,54,71,58,71,60,44,53,67,76,92,103
Tract 49.02,s,s,19,15,s,18,21,47,21,21,s,s,6,6.9,s,s,68,83,s,s,30,15,94,99,53,56,s,s,77307,119964,s,s,55,211,233,254,274,269,274,303,278,305,327,361,396,457,496,464,444,111,115,144,156,156,159,142,104,98,102,114,117,142,155,125,110,23,23,19,23,18,15,22,25,18,20,16,14,8.2,11,12,11,49,55,62,59,70,54,78,67,62,63,38,59,76,75,96,99
Tract 50.01,s,s,27,6.2,s,40,0,44,55,11,s,s,7.5,1.5,s,s,67,81,s,s,31,9.1,95,99,47,76,s,s,76688,276270,s,s,260,86,81,80,83,82,90,91,90,89,97,116,139,152,164,154,160,20,23,23,21,21,19,17,13,14,12,14,16,15,15,14,14,21,37,34,18,22,24,18,11,15,17,9.2,9.7,12,8.7,5.1,9.7,148,129,142,112,98,92,131,72,66,67,61,58,95,70,75,74
Tract 50.02,s,s,27,16,s,40,24,44,55,29,s,s,7.5,7.5,s,s,67,72,s,s,31,16,95,100,47,43,s,s,76688,97947,s,s,28,462,431,430,444,436,482,489,479,478,518,622,742,811,874,825,854,105,121,125,113,112,99,88,70,72,66,75,87,82,79,76,76,11,13,7.5,9.2,7.6,8.2,11,7.4,8.1,3.5,5.8,5.8,6.3,3.2,3,3.2,34,33,48,39,38,34,38,32,30,29,20,24,28,26,29,24
Tract 52.01,s,s,19,9,s,45,0,22,36,23,s,s,5.3,2.7,s,s,74,87,s,s,14,4.6,99,99,45,52,s,s,79867,178209,s,s,123,278,274,299,325,323,321,310,300,291,315,352,380,357,371,348,332,116,116,122,137,141,134,121,122,87,105,122,108,89,69,46,52,10,15,9.9,9.6,6,9,6.8,9.8,8.3,8.4,7.9,8.6,6.9,6.9,4.8,5.4,58,54,66,57,46,45,49,59,57,59,48,56,56,54,64,62
Tract 53.01,s,s,8.7,7.8,s,10,0,12,12,8.2,s,s,2.9,0.8,s,s,87,84,s,s,5.9,0.3,99,97,45,38,s,s,202199,170112,s,s,-16,47,53,52,61,52,48,45,60,61,61,78,65,64,57,62,64,18,22,22,24,27,13,11,12,20,29,25,12,6,6,8,10,11,8.3,8.9,8.1,7.3,6.1,7.7,5.5,7.5,6.3,7.1,6.1,5.9,3.2,2.6,4.4,75,57,59,47,45,45,37,45,57,55,34,54,56,47,50,48
Tract 55,s,s,13,16,s,21,38,3.1,0,0,s,s,1.2,3.5,s,s,79,74,s,s,5.6,0.8,99,96,51,54,s,s,175218,222425,s,s,27,s,7,12,8,12,14,10,10,11,11,21,26,37,39,31,34,0,0,s,s,s,0,s,0,0,0,5,s,5,s,s,s,12,14,13,15,10,9.7,9,9.7,8.1,9.9,7.6,9.6,8.8,4.3,6.6,4.9,104,83,77,77,65,62,56,67,72,59,50,60,69,67,70,78
Tract 56,s,s,25,18,s,0,0,9.4,12,15,s,s,4.5,3.4,s,s,55,58,s,s,6,3.7,100,98,49,37,s,s,320413,262433,s,s,-18,53,41,29,25,20,22,35,40,33,32,47,54,64,67,78,117,s,0,0,0,s,0,s,s,s,0,0,s,s,0,0,13,3,3.6,4.4,3.4,2.2,2.2,1.1,1.8,3,2.2,2.7,1.6,2.4,1.2,1.2,2.2,30,24,24,25,25,16,17,17,16,16,16,20,16,17,23,20
Tract 58,s,s,31,14,s,53,21,70,54,27,s,s,4.2,3.1,s,s,63,80,s,s,32,9.8,99,99,47,43,s,s,115771,209449,s,s,81,334,311,375,476,558,568,518,312,211,178,181,196,181,168,177,182,24,9,10,11,14,7,8,11,5,0,s,s,5,s,0,s,145,151,81,78,55,41,50,46,46,40,37,40,43,38,28,36,1023,828,578,451,331,298,332,340,320,311,258,286,368,330,402,359
Tract 59,s,s,37,18,s,5.1,0,55,64,19,s,s,32,9.1,s,s,43,70,s,s,34,11,95,97,39,45,s,s,67101,156258,s,s,133,903,740,754,934,969,969,901,748,721,850,877,952,962,969,843,861,120,125,142,152,142,133,102,81,47,56,48,62,80,82,89,73,21,21,19,21,11,8.8,12,15,16,13,7.3,12,11,7.3,10,13,157,128,135,96,48,50,55,66,56,58,36,57,70,68,65,48
Tract 62.02,s,s,i,i,s,i,i,0,i,i,s,s,i,i,s,s,i,i,s,s,i,i,i,i,i,i,s,s,i,i,s,s,i,8,12,6,5,6,s,s,6,8,12,15,16,9,9,10,13,0,s,0,s,s,0,0,s,s,s,s,s,s,s,s,0,i,9667,3286,1900,1308,706,650,609,538,500,576,424,545,424,121,394,i,84667,27571,17000,6692,6118,4150,4652,4500,4200,3606,3697,4152,4515,5545,3909
Tract 64,s,s,42,47,s,46,56,31,61,32,s,s,16,19,s,s,32,38,s,s,52,26,97,95,29,34,s,s,28168,30458,s,s,8.1,1032,995,967,1046,1116,1139,1138,1094,1185,1248,1399,1488,1526,1535,1500,1517,610,605,557,585,618,596,592,545,558,598,619,606,590,569,542,477,28,22,23,19,22,24,27,22,21,16,14,17,15,17,16,13,57,52,57,42,39,47,47,53,40,21,40,36,47,59,38,41
Tract 65,s,s,5.3,5.5,s,6.9,3,0,0,0,s,s,1.6,4,s,s,86,81,s,s,2.5,1.9,100,96,80,72,s,s,180879,227101,s,s,26,33,35,29,26,25,23,27,24,17,23,34,41,33,34,29,36,10,10,7,8,6,8,11,10,5,8,7,6,s,s,s,7,4.4,6.4,6.7,7.1,4,4.8,4,0.8,4,3.2,2.8,2,4.7,2.8,4.3,2.4,60,64,55,46,38,42,34,35,36,35,32,35,57,45,48,40
Tract 66,s,s,5.2,4.6,s,0,0,3.3,10,9.3,s,s,1.8,2.4,s,s,85,81,s,s,2,0.7,100,100,83,75,s,s,219466,315305,s,s,44,s,7,8,s,5,s,s,7,8,10,17,13,13,15,18,16,s,s,s,0,0,0,0,s,s,s,s,s,s,s,s,s,8.6,12,19,16,7.2,12,11,9.1,14,10,6.3,5.2,9.4,8.4,7.3,5.8,76,82,84,70,55,48,52,72,69,59,45,63,77,94,83,81
Tract 67,s,s,4.9,4.6,s,3.7,0,18,12,1.5,s,s,0.9,3.8,s,s,80,78,s,s,5.2,2,99,97,83,85,s,s,155816,228128,s,s,46,263,157,106,64,81,74,72,83,77,81,85,99,116,111,106,107,20,20,23,29,40,36,31,30,27,32,21,24,32,24,26,21,11,14,14,15,9.1,9,6.5,6.7,5.9,7.7,4.8,7.4,3.7,5.3,3.4,7.4,50,70,52,48,37,45,29,36,51,61,38,41,35,45,46,32
Tract 68.01,s,s,24,16,s,39,48,14,11,3,s,s,17,13,s,s,48,67,s,s,25,12,96,99,52,77,s,s,68916,103067,s,s,50,420,371,321,330,326,297,267,282,298,353,419,432,413,448,448,412,184,218,192,162,178,150,109,116,116,152,164,156,154,168,177,139,13,8.7,9.8,8.4,14,10,10,14,15,17,12,5.6,9.2,12,8.2,11,21,39,36,39,41,36,35,44,43,44,33,33,38,27,35,41
Tract 68.02,s,s,23,13,s,22,15,8.9,34,2.3,s,s,9.7,12,s,s,54,70,s,s,26,8.5,99,98,67,81,s,s,77514,138819,s,s,79,320,269,241,200,203,208,201,205,202,232,242,287,278,249,230,224,148,156,133,119,124,118,93,87,72,72,69,66,81,76,58,55,7.9,13,12,11,7.3,9.2,10,4.8,7.2,2.9,6.2,1,5.8,3.8,1.9,5.3,32,61,36,44,33,32,31,27,44,27,24,31,36,41,43,35
Tract 68.04,s,s,9.6,95,s,0,i,0,0,100,s,s,0,63,s,s,9.9,0.2,s,s,39,27,54,i,71,i,s,s,83823,i,s,s,i,14,5,7,19,25,45,91,99,169,184,205,195,204,449,387,355,s,s,s,13,14,25,44,38,49,58,105,106,130,333,312,281,4.5,5.1,3.9,2.4,3.9,4.8,3.4,6.8,4,5,5.4,6,3,3.3,4.4,3.3,16,16,11,16,14,14,13,12,12,10,9,17,6.3,4.9,5.7,2.2
Tract 69,s,s,19,5.7,s,25,0,23,28,12,s,s,9,3.4,s,s,62,81,s,s,15,5.2,99,99,71,83,s,s,96371,180258,s,s,87,206,172,159,171,192,182,166,157,177,181,208,192,184,199,187,193,86,80,75,72,100,95,53,46,62,51,54,40,39,41,38,38,17,29,28,23,17,21,19,19,26,26,16,12,14,11,12,13,93,150,94,69,80,76,60,81,96,81,73,57,72,97,95,112
Tract 70,s,s,14,6.4,s,41,0,19,6.7,12,s,s,4.8,2.7,s,s,81,80,s,s,6.5,2.5,100,98,73,79,s,s,123612,194630,s,s,57,64,76,87,87,80,80,78,75,87,84,87,128,129,123,112,95,32,33,38,46,32,37,36,26,36,33,24,21,29,30,29,30,22,20,19,19,10,8.9,8.6,11,8.2,12,8.2,5.7,12,5.3,11,11,90,105,97,69,78,52,47,63,57,70,59,50,81,103,121,129
Tract 71,s,s,43,40,s,61,71,46,48,24,s,s,17,17,s,s,45,52,s,s,36,16,93,99,43,55,s,s,42523,96001,s,s,126,1184,1067,997,1004,1024,979,1004,934,945,938,1003,1134,1165,1176,1094,1052,672,698,606,596,634,615,565,533,501,476,465,487,488,432,419,370,27,14,18,19,17,18,18,24,20,20,19,14,13,11,9.3,17,47,47,51,41,44,33,23,42,50,66,57,60,65,76,69,72
Tract 72,s,s,62,10,s,78,6.3,64,73,37,s,s,33,5.5,s,s,24,80,s,s,55,4.3,90,99,14,64,s,s,31337,126528,s,s,304,819,815,777,804,529,221,111,101,127,164,208,273,318,417,434,445,470,446,396,400,258,109,45,21,28,31,36,36,47,101,111,97,60,69,68,57,35,27,13,9.2,9.2,7.8,6.8,5.7,8.6,10,5.4,8.2,267,295,207,137,109,92,116,76,53,44,44,47,53,58,71,79
Tract 73.01,s,s,2.5,3.1,s,2.4,2.8,0,0,0,s,s,5.9,2.7,s,s,77,80,s,s,4.6,0,99,98,96,96,s,s,73791,81799,s,s,11,30,19,16,15,19,24,36,25,15,10,17,24,28,20,22,16,6,8,10,6,s,5,13,8,s,0,7,s,s,9,8,0,0.4,0.2,0,0.4,0.9,0.5,0.3,0.3,0,0.3,0,0,1.7,0.3,0,0.3,1,0.2,0.6,1.3,1.4,1.5,1.5,1.9,0.9,1.5,0.7,0.7,1,2,1,2.3
Tract 73.04,s,s,44,39,s,58,55,28,17,14,s,s,22,27,s,s,37,39,s,s,33,21,93,95,50,47,s,s,36012,48901,s,s,36,1909,1728,1797,1893,1856,1543,1432,1461,1446,1717,1967,2164,2272,2282,2316,2397,1280,1234,1241,1274,1289,1035,905,900,889,928,1000,992,972,954,976,913,25,25,28,26,23,22,24,27,33,30,32,30,26,20,17,19,32,44,43,47,45,35,32,45,52,42,47,43,25,31,24,27
Tract 74.01,s,s,58,60,s,68,74,42,41,53,s,s,28,26,s,s,30,32,s,s,42,33,96,95,29,28,s,s,23168,22420,s,s,-3.2,1751,1678,1685,1754,1757,1858,1787,1721,1670,1731,1865,2019,2120,2229,2052,2072,1129,1163,1074,1037,1047,1076,1037,971,921,940,973,1042,1050,1069,962,874,32,32,33,36,39,31,38,35,26,33,33,36,43,29,27,29,38,50,31,32,29,43,41,56,63,74,53,71,83,56,45,68
Tract 74.03,s,s,28,33,s,32,32,37,21,51,s,s,16,25,s,s,55,41,s,s,42,24,95,94,47,43,s,s,41182,35870,s,s,-13,887,826,857,951,1004,1017,998,1060,1144,1348,1524,1659,1770,1839,1781,1806,615,604,632,667,686,697,634,628,685,769,747,758,799,807,781,739,18,13,19,15,8.3,18,23,22,19,22,22,14,20,23,16,18,26,31,35,31,31,31,31,40,51,40,45,33,35,43,38,40
Tract 74.04,s,s,63,47,s,73,59,62,34,33,s,s,50,23,s,s,20,37,s,s,55,22,97,95,31,52,s,s,32459,37997,s,s,17,1743,1388,960,834,994,1049,1033,1019,704,786,919,1179,1301,1303,1261,1306,1200,1034,746,657,698,696,690,674,384,409,396,416,445,446,453,426,25,20,19,19,17,17,19,18,12,16,18,14,26,24,25,28,30,23,28,34,24,24,30,34,25,36,32,23,47,56,61,49
Tract 74.06,s,s,52,38,s,63,47,35,24,6.7,s,s,34,14,s,s,37,49,s,s,40,21,97,97,49,49,s,s,25537,33778,s,s,32,1752,1630,1747,1782,1824,1784,1723,1682,1789,1925,2002,2138,2199,2254,2116,2194,1302,1271,1255,1249,1318,1209,1156,1106,1137,1224,1134,1114,1131,1129,1105,1030,21,17,24,20,16,14,17,22,25,22,17,17,21,23,18,18,19,22,30,36,22,31,25,30,31,27,25,31,26,29,23,34
Tract 74.07,s,s,24,22,s,35,33,7.5,15,14,s,s,16,20,s,s,49,53,s,s,37,17,98,96,54,54,s,s,50509,53121,s,s,5.2,713,538,581,817,896,1003,929,935,1063,1220,1391,1615,1783,1980,2040,2062,444,398,423,494,497,574,511,490,540,568,561,642,701,776,832,789,21,24,21,21,21,18,19,27,21,18,18,26,25,18,18,15,49,43,46,55,47,41,32,49,39,43,48,49,50,53,44,43
Tract 74.08,s,s,52,49,s,66,72,31,35,32,s,s,22,22,s,s,41,35,s,s,38,22,90,94,40,39,s,s,29831,30860,s,s,3.4,1038,978,954,1075,1178,1122,1160,1127,1266,1420,1595,1818,2011,2062,1873,1882,708,729,703,689,765,727,707,675,742,821,849,901,966,978,917,864,19,27,28,17,19,26,18,17,9.8,12,8.6,15,20,19,16,13,26,27,37,39,35,29,23,20,20,18,16,23,36,33,34,24
Tract 74.09,s,s,41,32,s,51,45,30,34,22,s,s,23,18,s,s,40,43,s,s,36,18,97,94,49,50,s,s,36224,39365,s,s,8.7,1079,1005,1043,1157,1223,1238,1214,1290,1393,1641,1854,2020,2155,2239,2167,2199,748,736,770,812,835,849,772,765,833,936,909,922,973,982,951,899,20,19,18,22,14,21,15,15,14,17,22,16,17,14,14,12,30,29,34,35,40,40,36,45,41,43,44,34,34,28,25,35
Tract 75.02,s,s,45,57,s,58,69,25,46,53,s,s,22,33,s,s,40,28,s,s,33,20,97,94,49,47,s,s,42625,48946,s,s,15,1430,1423,1469,1556,1653,1629,1479,1455,1501,1735,1962,2242,2435,2527,2500,2556,858,1012,1070,1004,981,923,761,760,846,929,986,969,1002,987,1032,1022,31,31,30,31,35,25,26,22,21,21,20,19,21,21,17,17,28,28,35,45,39,29,24,32,27,30,36,35,36,35,32,35
Tract 75.03,s,s,38,47,s,52,63,27,16,19,s,s,23,23,s,s,44,44,s,s,34,17,97,93,50,61,s,s,44946,39439,s,s,-12,1088,1057,1173,1311,1454,1474,1473,1448,1560,1795,1950,2148,2309,2404,2343,2530,727,729,788,894,976,930,890,801,802,839,834,819,872,857,879,888,24,27,21,21,22,18,21,35,28,18,26,31,26,24,24,23,56,64,50,51,63,48,45,56,38,62,43,58,49,47,64,73
Tract 75.04,s,s,38,46,s,47,64,42,46,18,s,s,20,18,s,s,46,42,s,s,30,21,94,95,47,47,s,s,33854,42167,s,s,25,962,935,1038,1160,1287,1305,1304,1281,1380,1589,1726,1901,2043,2128,2073,2240,643,645,697,791,864,823,787,709,709,743,738,724,771,758,778,785,24,19,29,27,17,24,22,26,32,13,24,19,23,19,19,16,32,28,37,36,29,24,31,41,37,33,33,36,44,61,53,40
Tract 76.01,s,s,21,23,s,26,35,33,18,21,s,s,19,21,s,s,45,51,s,s,32,15,96,99,61,66,s,s,65006,65614,s,s,0.9,891,899,1016,1194,1196,1366,1408,1388,1473,1628,1795,1977,2101,2083,1997,2084,508,542,613,673,723,780,718,700,723,767,732,743,815,808,780,770,22,29,26,22,19,21,24,20,18,18,17,20,25,28,20,20,61,65,57,49,37,31,36,39,45,42,38,43,58,67,72,59
Tract 76.03,s,s,16,15,s,28,14,14,13,20,s,s,9,10,s,s,56,54,s,s,20,9.9,97,98,70,79,s,s,68160,78672,s,s,15,329,366,422,427,478,496,496,465,490,648,757,949,1075,1128,1071,1074,177,209,252,207,234,247,255,226,216,282,281,316,333,347,341,311,10,12,13,13,12,12,10,15,15,9.3,15,16,8.7,6.4,9.6,7.4,46,59,67,86,51,41,36,44,41,40,37,47,42,35,32,35
Tract 76.04,s,s,15,13,s,26,12,5,7.8,17,s,s,6.5,12,s,s,59,59,s,s,17,9.9,98,97,67,69,s,s,89075,82333,s,s,-7.6,483,434,461,513,526,596,541,537,558,782,949,1150,1274,1334,1318,1354,263,266,259,248,243,268,252,251,260,314,357,443,437,428,487,450,18,22,15,14,17,15,15,14,10,10,12,6.6,20,16,14,10,53,61,56,75,49,42,40,46,32,39,33,28,63,58,67,50
Tract 76.05,s,s,17,25,s,24,37,10,13,18,s,s,9.2,13,s,s,60,55,s,s,23,17,98,98,63,58,s,s,62388,52104,s,s,-16,493,441,435,510,463,504,511,580,645,800,1001,1165,1284,1355,1382,1463,333,276,252,270,257,228,227,231,240,291,348,383,406,446,502,492,17,12,16,13,9.7,11,13,18,14,14,15,9,16,17,17,16,54,57,63,45,42,41,39,56,45,50,38,36,38,37,43,34
Tract 77.03,s,s,32,45,s,47,64,25,15,23,s,s,17,22,s,s,48,48,s,s,38,22,96,95,51,43,s,s,40507,46703,s,s,15,1378,1457,1458,1507,1708,1806,1853,1767,1742,2084,2353,2726,2959,3035,2884,2979,965,1030,1037,911,1001,1030,1030,912,862,963,983,1059,1101,1093,1036,1081,24,22,19,19,17,15,12,15,13,14,20,18,17,20,20,18,46,46,55,46,36,39,24,29,48,33,34,36,33,30,29,36
Tract 77.07,s,s,20,20,s,29,29,14,11,12,s,s,11,20,s,s,48,48,s,s,26,13,98,95,72,68,s,s,68240,51482,s,s,-25,587,585,727,826,972,1002,983,1026,1036,1120,1368,1540,1664,1704,1665,1636,382,383,479,501,588,578,538,559,527,533,566,638,645,634,625,566,12,11,17,19,13,18,18,15,17,19,17,13,11,17,18,12,35,39,53,57,42,38,31,28,39,26,30,34,36,30,44,28
Tract 77.08,s,s,24,34,s,31,56,27,14,1.1,s,s,7.1,36,s,s,52,35,s,s,25,17,94,92,53,41,s,s,39120,45437,s,s,16,742,757,742,753,789,751,764,770,861,1019,1122,1302,1420,1556,1499,1524,476,510,504,423,426,411,354,334,383,457,445,471,504,526,492,491,20,19,24,21,13,12,14,11,21,16,13,15,20,21,25,18,44,39,68,49,35,29,25,25,43,34,33,31,37,49,40,47
